review_text,rating,word_count,is_fake,is_duplicate,emojis,sentiment,scores,compound,label,review_len
Need to check,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
Must buy! Cool product,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.3802}",0.3802,2,4
Good buy a genuine cartridge,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,5
Just Good,3.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
"Great Product, but MADE IN CHINA. False info by Flipkart",3.0,10,0,1,,Positive,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.3716}",0.3716,2,10
Shipping was real quick!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
crashed automatically my life is in danger bcoz of this,1.0,10,0,1,,Negative,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5267}",-0.5267,0,10
"नक्की खरेदी करा, खूप उपयोगी आहे.",5.0,6,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Nivia storm football Size 5,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Good overall,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Excellent and value for money Wet Grinder,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.45, 'pos': 0.55, 'compound': 0.7269}",0.7269,2,7
"Grip,toughness and design",3.0,3,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,3
Perfect product!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.2, 'pos': 0.8, 'compound': 0.6114}",0.6114,2,2
Excellent and must Buy,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,2,4
Quality and value for Money,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,2,5
UT7002S26 model is a no-nonsense bicycle...worth buying,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Terrific,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",0.4767,2,1
Decent,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Superb product for singles,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,2,4
Awesome,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,2,1
Best RO within range,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,2,4
DAILY USAGE,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Decent Microwave,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Speed better than seagate samsung,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,2,5
Just wow! My parents are loving it!,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.376, 'pos': 0.624, 'compound': 0.8513}",0.8513,2,7
"Excellent, Works well",5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.147, 'pos': 0.853, 'compound': 0.7003}",0.7003,2,3
"Nice picture, good sound and really smart TV",5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.365, 'pos': 0.635, 'compound': 0.8268}",0.8268,2,8
"मस्त आहे, quality is really superior, नक्की खरेदी करा.",5.0,9,0,0,,Positive,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.5849}",0.5849,2,9
"The product is average, but the delivery was on time. 🚚⌛",3.0,11,0,0,🚚⌛,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,11
Superb five star product,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,2,4
"बकवास क्वालिटी, दोन दिवसात खराब झालं.",1.0,6,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6
Best Cooler !,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.182, 'pos': 0.818, 'compound': 0.6696}",0.6696,2,3
Thanks for delivering the Product on time.,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,2,7
Must buy! Excellent Product,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,2,4
Good Product for Great Price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.3, 'pos': 0.7, 'compound': 0.7906}",0.7906,2,5
Good camera for this price range.,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,2,6
Part missing,1.0,2,0,1,,Negative,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",-0.296,0,2
Best Ever Mixer Grinder | Recommended | Butterfly Rocks,5.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.7184}",0.7184,2,9
good one,3.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Good camera from Qubo,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
Good decent product and worth the money,4.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.51, 'pos': 0.49, 'compound': 0.5859}",0.5859,2,7
Old Hardware and Old Software,2.0,5,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5
hands off flipkart,1.0,3,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,3
the finishing and the quality are superb,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",0.6249,2,7
Best quality and fast delivery 🚀🔥,5.0,6,0,0,🚀🔥,Positive,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,2,6
Amazing product for its price!!!,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.461, 'pos': 0.539, 'compound': 0.6884}",0.6884,2,5
Affordable price with good features and quality,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,2,7
Good basic microwave oven,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
Flop,2.0,1,0,1,,Negative,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",-0.34,0,1
Signal is not much strong,3.0,5,0,1,,Negative,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4023}",-0.4023,0,5
"Heats up soon, disappointed",1.0,4,0,1,,Negative,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,4
Good but nothing fancy,3.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.2382}",0.2382,2,4
Very Nice and Sturdy product,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.4754}",0.4754,2,5
Good product at really low price,4.0,6,0,1,,Positive,"{'neg': 0.258, 'neu': 0.43, 'pos': 0.312, 'compound': 0.1298}",0.1298,2,6
Delightful Purchase : Got bad habit of speaking to assistant,5.0,10,0,1,,Positive,"{'neg': 0.245, 'neu': 0.49, 'pos': 0.266, 'compound': 0.0772}",0.0772,2,10
Worth every pennyvery good product...,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.5859}",0.5859,2,5
"Terrible customer service, will never buy again! 😡👎",1.0,8,0,0,😡👎,Negative,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.5255}",-0.5255,0,8
HP 678 Black Ink Cartridge,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Terrible experience! The item was defective and the customer service was unhelpful. 😡👎,1.0,13,0,0,😡👎,Negative,"{'neg': 0.364, 'neu': 0.636, 'pos': 0.0, 'compound': -0.7424}",-0.7424,0,13
Okay Product,3.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,2,2
Worst purchase ever! The item arrived broken and the customer service was terrible. 😡👎,1.0,14,0,0,😡👎,Negative,"{'neg': 0.491, 'neu': 0.509, 'pos': 0.0, 'compound': -0.8908}",-0.8908,0,14
IFB Dishwasher usage & utility,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
"The product is average, but the delivery was on time. 🚚⌛",3.0,11,0,0,🚚⌛,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,11
Good quality floor mat,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
"टिकाऊ नाही, लगेच तुटलं.",1.0,4,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,4
Value for money....,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,2,3
"Terrible product,don't buy",1.0,3,0,1,,Negative,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,3
very bad quality,1.0,3,0,1,,Negative,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.5849}",-0.5849,0,3
IFB is far superior than other brands,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.5423}",0.5423,2,7
Nan,2.0,1,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,1
Classy product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
good product,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Worst than expected.,1.0,3,0,1,,Negative,"{'neg': 0.672, 'neu': 0.328, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,3
Product is awsm and service is worse,5.0,7,0,1,,Positive,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}",-0.4767,2,7
"वजन बहुत ज्यादा है, हाथ दर्द करने लगता है।",2.0,9,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,9
A third hand for my Mom!,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.5411}",0.5411,2,6
"really bad product, worst service from flipkart",1.0,7,0,1,,Negative,"{'neg': 0.62, 'neu': 0.38, 'pos': 0.0, 'compound': -0.8464}",-0.8464,0,7
Delightful,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,2,1
great juicer easy to handle,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.3, 'pos': 0.7, 'compound': 0.7906}",0.7906,2,5
"बहुत महंगा है, इतना पैसा वसूल नहीं है।",2.0,8,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,8
Worst Installlation Service provided,1.0,4,0,1,,Negative,"{'neg': 0.577, 'neu': 0.423, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,4
Choppers not good,1.0,3,0,1,,Negative,"{'neg': 0.546, 'neu': 0.454, 'pos': 0.0, 'compound': -0.3412}",-0.3412,0,3
Amazing value for money! The product exceeded my expectations and the delivery was fast. 😍💰🚚,5.0,15,0,0,😍💰🚚,Positive,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.7574}",0.7574,2,15
Satisfied,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,2,1
Just Okay Okay,3.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.4215}",0.4215,2,3
Really Nice,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}",0.4754,2,2
Don't buy this if you are on high speed internet connection,3.0,11,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,11
Simply Awesome,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
excellent,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,2,1
Beast,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Worth the moneygood,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}",0.2263,2,3
Awesome Bass!! Loved it!!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.179, 'pos': 0.821, 'compound': 0.8798}",0.8798,2,4
Mind-blowing purchase >>> Just for it,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
A1 worth for every penny,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.2263}",0.2263,2,5
Works as expected,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
Good Product..,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Great Laptop,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
Not a Good design,3.0,4,0,1,,Negative,"{'neg': 0.546, 'neu': 0.454, 'pos': 0.0, 'compound': -0.3412}",-0.3412,0,4
awesome = insane,5.0,3,0,1,,Positive,"{'neg': 0.397, 'neu': 0.0, 'pos': 0.603, 'compound': 0.34}",0.34,2,3
powerful suction,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,2,2
Good,3.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,2,1
Great value,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7579}",0.7579,2,2
Exhauste fan,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182,2,2
Length of Electrical wire,2.0,4,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,4
Inalsa,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Micro owen,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
life saver!!!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Suitable for light-weight stuff,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Internet is not Working Properly,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
amazingly superb,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.659}",0.659,2,2
Good product..but bad service by flipkart!,5.0,6,0,1,,Positive,"{'neg': 0.355, 'neu': 0.374, 'pos': 0.271, 'compound': -0.2244}",-0.2244,2,6
Go ahead and buy!!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Good Camera by Hero,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.235, 'pos': 0.765, 'compound': 0.7579}",0.7579,2,4
Not recommended at all,1.0,4,0,1,,Negative,"{'neg': 0.347, 'neu': 0.653, 'pos': 0.0, 'compound': -0.1511}",-0.1511,0,4
Wireless Range is Good,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
"Fabulous product with lot of features, yet within the budget",5.0,10,0,1,,Positive,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.5267}",0.5267,2,10
World class product at deep discount on big billion day !!,5.0,11,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,11
One word go for LivPure,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Smart kettle,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.4019,2,2
Not worth the price,2.0,4,0,1,,Negative,"{'neg': 0.357, 'neu': 0.643, 'pos': 0.0, 'compound': -0.1695}",-0.1695,0,4
fast delivery,3.0,2,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,2
"Great experience, quality and yield",5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,2,5
5 months only,2.0,3,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,3
Build quality is not good,1.0,5,0,1,,Negative,"{'neg': 0.376, 'neu': 0.624, 'pos': 0.0, 'compound': -0.3412}",-0.3412,0,5
Perfect solo m/w for solely reheating,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719,2,6
Not recommended,1.0,2,0,1,,Negative,"{'neg': 0.614, 'neu': 0.386, 'pos': 0.0, 'compound': -0.1511}",-0.1511,0,2
Marketing tactics....Nothing special..,3.0,3,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,3
Powerful beast!!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.228, 'pos': 0.772, 'compound': 0.5242}",0.5242,2,2
Fair,3.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,2,1
Easy Installation and Nice product,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.6908}",0.6908,2,5
Good TV - Now 4K option makes more sense,4.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,2,9
meet the expections,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
"बहुत ही बढ़िया प्रोडक्ट है, जरूर खरीदें।",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
"The Best Fan in the market, you can buy with confidence",5.0,11,0,1,,Positive,"{'neg': 0.0, 'neu': 0.449, 'pos': 0.551, 'compound': 0.8689}",0.8689,2,11
Not as described on the site but no issues with the Quality.,3.0,12,0,1,,Negative,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.4215}",-0.4215,0,12
Mind-blowing purchase at this Price Point,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
ifb dishwasher neptune Vx,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Amazing Product from IFB!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6239}",0.6239,2,4
Very Good Product in a Valuable Price,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.389, 'pos': 0.611, 'compound': 0.7425}",0.7425,2,7
Good product and Very fast delivery of flipkart.. :D,4.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.7865}",0.7865,2,9
Working fine with BSNL 3G,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.2023}",0.2023,2,5
Fabulous! must buy,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5707}",0.5707,2,3
"Not good if display device is a monitors, no seperate audio",2.0,11,0,1,,Negative,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.5583}",-0.5583,0,11
Wait for the better price if you are not in a hurry,5.0,12,0,1,,Positive,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,2,12
good,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,2,1
Best one in this price range,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,2,6
Excellent product!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.2, 'pos': 0.8, 'compound': 0.6114}",0.6114,2,2
inverter making noise very irritating.,3.0,5,0,1,,Negative,"{'neg': 0.452, 'neu': 0.548, 'pos': 0.0, 'compound': -0.5095}",-0.5095,0,5
"very bad,,, not at all suitable for such a nice platform like flipkart",1.0,13,0,1,,Negative,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.6486}",0.6486,0,13
VEry BAd,1.0,2,0,1,,Negative,"{'neg': 0.791, 'neu': 0.209, 'pos': 0.0, 'compound': -0.5849}",-0.5849,0,2
Good Flask it is.,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
Good Juicer with satisfactory build quality,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.6597}",0.6597,2,6
Two Stars,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Excellent Product. User friendly,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.225, 'pos': 0.775, 'compound': 0.7845}",0.7845,2,4
product accha nahi hai 😡,2.0,5,0,0,😡,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5
"Not worth the price, very disappointed 😞💔",2.0,7,0,0,😞💔,Negative,"{'neg': 0.503, 'neu': 0.497, 'pos': 0.0, 'compound': -0.6198}",-0.6198,0,7
All in one..,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
"nice product, value for money! 😍",5.0,6,0,0,😍,Positive,"{'neg': 0.0, 'neu': 0.353, 'pos': 0.647, 'compound': 0.6696}",0.6696,2,6
Cool Device.,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182,2,2
Dont buy,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2
Value of money,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,2,3
"Great product, HORRIBLE service.",3.0,4,0,1,,Neutral,"{'neg': 0.41, 'neu': 0.194, 'pos': 0.397, 'compound': -0.0343}",-0.0343,1,4
Very Bad,1.0,2,0,1,,Negative,"{'neg': 0.791, 'neu': 0.209, 'pos': 0.0, 'compound': -0.5849}",-0.5849,0,2
"Poor quality fit and finish, water leaks..",1.0,7,0,1,,Negative,"{'neg': 0.292, 'neu': 0.472, 'pos': 0.236, 'compound': -0.1531}",-0.1531,0,7
"दिसायला सुंदर आहे, घरच्यांना आवडलं.",5.0,5,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
D link the best,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,2,4
Its good but comes with few caveats,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.2382}",0.2382,2,7
Very nice product,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.4754}",0.4754,2,3
Good Product but check for tape at any part of table,4.0,11,0,1,,Positive,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.2382}",0.2382,2,11
"working fine, but product quality very cheep.",2.0,7,0,1,,Negative,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.1027}",0.1027,0,7
just go for it its worth of money,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.2263}",0.2263,2,8
Excellent Product Extremely Quick Delivery,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,2,5
Superb,3.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,2,1
Prithvi,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
perfect product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,2,2
Very Good,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,2,2
very poor,2.0,2,0,1,,Negative,"{'neg': 0.772, 'neu': 0.228, 'pos': 0.0, 'compound': -0.5256}",-0.5256,0,2
